Point ID,area,equilibrium_x,equilibrium_y,equilibrium_z,lambda_equilibrium_x,lambda_equilibrium_y,lambda_equilibrium_z,lambda_stress_disp_xx,lambda_stress_disp_xy,lambda_stress_disp_xz,lambda_stress_disp_yy,lambda_stress_disp_yz,lambda_stress_disp_zz,Points_0,Points_1,Points_2,Points_Magnitude,pred_equilibrium_x,pred_equilibrium_y,pred_equilibrium_z,pred_stress_disp_xx,pred_stress_disp_xy,pred_stress_disp_xz,pred_stress_disp_yy,pred_stress_disp_yz,pred_stress_disp_zz,sdf,sigma_xx,sigma_xx__x,sigma_xy,sigma_xy__x,sigma_xy__y,sigma_xz,sigma_xz__x,sigma_xz__z,sigma_yy,sigma_yy__y,sigma_yz,sigma_yz__y,sigma_yz__z,sigma_zz,sigma_zz__z,stress_disp_xx,stress_disp_xy,stress_disp_xz,stress_disp_yy,stress_disp_yz,stress_disp_zz,true_equilibrium_x,true_equilibrium_y,true_equilibrium_z,true_stress_disp_xx,true_stress_disp_xy,true_stress_disp_xz,true_stress_disp_yy,true_stress_disp_yz,true_stress_disp_zz,u,u__x,u__y,u__z,v,v__x,v__y,v__z,w,w__x,w__y,w__z
0,0.00051179,0.00226475,0.0042591,-0.000279032,0.124398,0.124398,0.124398,0.124398,0.124398,0.124398,0.124398,0.124398,0.124398,-0.874398,-0.0767733,0.600807,1.06369,0.00226475,0.0042591,-0.000279032,-0.0039648,0.000164143,0.000205595,0.00292289,-0.000103671,0.00314871,0.124398,0.00177099,-0.020472,-0.000157826,0.00804146,-8.01484e-05,-0.00177953,0.0294641,0.0182874,-0.000138657,-0.00164253,-0.000376381,-0.000455918,-0.010658,0.00378857,-0.0287292,-0.0039648,0.000164143,0.000205595,0.00292289,-0.000103671,0.00314871,0,0,0,0,0,0,0,0,0,-0.000626855,-1.96549e-05,-5.85473e-05,-0.00020061,-0.000339234,5.86105e-05,5.23537e-06,2.68219e-05,0.000318065,0.000184871,-3.16224e-05,2.60006e-05
1,0.00051179,0.0229303,-0.00465762,-0.0193426,0.0122369,0.0122369,0.0122369,0.0122369,0.0122369,0.0122369,0.0122369,0.0122369,0.0122369,-0.987763,-0.721188,0.597142,1.36102,0.0229303,-0.00465762,-0.0193426,0.00561676,0.00248888,-0.00546647,0.0097045,0.0179824,-0.000123963,0.0122369,0.00501467,-0.0415066,0.00181026,-0.0164387,-0.00642612,-0.00542385,0.0227863,0.0250025,0.00717594,0.0172322,-0.00157839,0.00809574,0.0038642,0.0047077,-0.0115395,0.00561676,0.00248888,-0.00546647,0.0097045,0.0179824,-0.000123963,0,0,0,0,0,0,0,0,0,-0.000459135,1.61238e-05,-0.00044413,-0.000371636,-0.000386143,0.000487122,4.73688e-05,5.61451e-05,0.000292622,0.000262732,0.000107895,-1.41147e-05
2,0.00051179,-0.0186431,0.00197068,-0.0406613,0.0620304,0.0620304,0.0620304,0.0620304,0.0620304,0.0620304,0.0620304,0.0620304,0.0620304,-0.93797,0.741253,-0.183918,1.20957,-0.0186431,0.00197068,-0.0406613,0.00287676,-0.00197158,0.030188,-0.0046531,-0.029864,-0.00622071,0.0620304,-0.394544,-1.54965,0.0482563,0.13206,0.38603,-0.0668032,-1.27445,1.18227,-0.0359489,0.185488,0.00227625,0.121703,-0.319519,0.0450607,1.19341,0.00287676,-0.00197158,0.030188,-0.0046531,-0.029864,-0.00622071,0,0,0,0,0,0,0,0,0,-0.000807233,-0.00150438,-0.000440822,-0.000200049,-0.000244582,0.000903669,0.000250947,-8.37191e-05,0.000299737,-0.000166104,-0.000192158,0.000648157
3,0.00051179,0.0103328,-0.00397561,-0.00442881,0.0510274,0.0510274,0.0510274,0.0510274,0.0510274,0.0510274,0.0510274,0.0510274,0.0510274,-0.801027,0.94575,0.501059,1.33684,0.0103328,-0.00397561,-0.00442881,0.00576395,-0.00562393,0.00305954,0.00987412,0.00861463,-0.00060003,0.0510274,0.00116582,0.00448993,-0.000846677,0.000440628,0.00631265,0.000389747,-0.040797,-0.0211354,-0.00420676,0.0320666,0.00173253,-0.0108445,-0.0285316,-0.00295373,0.0560703,0.00576395,-0.00562393,0.00305954,0.00987412,0.00861463,-0.00060003,0,0,0,0,0,0,0,0,0,-0.000326298,2.42142e-05,0.000463625,-0.000638739,-0.000397706,-0.000528331,1.79021e-05,0.000193926,0.0003298,0.000673232,-9.04541e-05,-2.82035e-05
4,0.00051179,0.0439489,-0.0107952,-0.0371104,0.0459531,0.0459531,0.0459531,0.0459531,0.0459531,0.0459531,0.0459531,0.0459531,0.0459531,-0.795953,-0.210275,0.0372143,0.824101,0.0439489,-0.0107952,-0.0371104,0.00515658,0.00269448,-0.0129603,-0.00761683,-0.00201417,-0.0077363,0.0459531,0.23287,1.74727,-0.0970855,-1.25747,0.47365,0.216921,0.794258,-2.26487,0.121849,-0.135812,-0.116761,0.416698,1.40408,-0.0600233,-1.17384,0.00515658,0.00269448,-0.0129603,-0.00761683,-0.00201417,-0.0077363,0,0,0,0,0,0,0,0,0,-0.000445522,0.000861863,-0.000514312,0.0025993,-0.00040623,-0.000429598,0.000242893,-0.00115433,0.000410959,-0.000559689,-3.34215e-05,-0.000667066
5,0.00051179,-0.00150044,0.00603956,-0.000230258,0.0303873,0.0303873,0.0303873,0.0303873,0.0303873,0.0303873,0.0303873,0.0303873,0.0303873,-0.969613,-0.781787,-0.745072,1.45137,-0.00150044,0.00603956,-0.000230258,7.69797e-05,-0.00160439,0.00181442,-0.00526154,0.0129372,0.00218943,0.0303873,0.000300363,0.0165355,-0.00161179,0.00621856,-0.00358975,0.00124639,-0.000557896,-0.0114453,-0.00104019,-0.00184272,-0.00106528,-0.000885289,-0.0104154,-0.00205167,0.00167344,7.69797e-05,-0.00160439,0.00181442,-0.00526154,0.0129372,0.00218943,0,0,0,0,0,0,0,0,0,-0.000518329,8.5636e-06,0.000365888,-0.000465651,-0.000277096,-0.00039805,-2.48318e-05,-5.89662e-05,0.000270188,0.000496259,0.000177685,7.36569e-06
6,0.00051179,-0.0149408,-0.00667473,-0.00876257,0.033732,0.033732,0.033732,0.033732,0.033732,0.033732,0.033732,0.033732,0.033732,-0.966268,-0.567037,-0.47537,1.21704,-0.0149408,-0.00667473,-0.00876257,-0.00887699,-6.48201e-05,-0.00522042,-0.00191259,0.00318952,0.0136392,0.033732,-0.0218869,0.256691,-0.00224268,-0.00715857,0.0237551,-0.0220324,0.153182,-0.265505,-0.00835829,-0.0405219,-0.00353523,0.0225856,0.0543552,-0.0134924,-0.167005,-0.00887699,-6.48201e-05,-0.00522042,-0.00191259,0.00318952,0.0136392,0,0,0,0,0,0,0,0,0,-0.000543095,-0.000106641,0.000407512,-0.000361302,-0.000305379,-0.000430587,-4.17594e-06,-0.000102593,0.000313453,8.87743e-05,9.91364e-05,4.79126e-05
7,0.00051179,-0.00125718,-0.00319601,-0.00224347,0.0923652,0.0923652,0.0923652,0.0923652,0.0923652,0.0923652,0.0923652,0.0923652,0.0923652,-0.907635,0.829652,-0.608173,1.37186,-0.00125718,-0.00319601,-0.00224347,-0.00166057,-0.00227093,0.0020647,0.0001135,-0.00443763,-0.000817035,0.0923652,0.000231221,0.0215872,-0.00172835,0.0132598,0.00302289,-0.000929091,0.0138947,-0.023353,0.00221912,-0.0232802,0.00111239,0.00177637,0.0132165,-0.000419643,-0.0134276,-0.00166057,-0.00227093,0.0020647,0.0001135,-0.00443763,-0.000817035,0,0,0,0,0,0,0,0,0,-0.000606619,-6.76204e-06,-0.000451926,-0.000580162,-0.000289077,0.000411933,1.20478e-05,0.000135633,0.000268847,0.000591518,-0.000168886,-5.7987e-06
8,0.00051179,0.00631857,0.0379554,-0.00194359,0.0533277,0.0533277,0.0533277,0.0533277,0.0533277,0.0533277,0.0533277,0.0533277,0.0533277,-0.803328,0.0791288,0.289235,0.857469,0.00631857,0.0379554,-0.00194359,0.000210889,0.00184709,-0.00149742,0.00775054,-0.00981217,-0.00295238,0.0533277,0.00319923,-0.193023,0.00169922,-0.0334562,0.011379,-0.0125797,0.331824,0.175326,0.0303501,-0.0814619,-0.00751429,-0.0653256,0.0769628,0.0233753,-0.264555,0.000210889,0.00184709,-0.00149742,0.00775054,-0.00981217,-0.00295238,0,0,0,0,0,0,0,0,0,-0.000537328,-5.44113e-05,0.000107663,-0.000458143,-0.000336552,-7.22004e-05,0.000119041,-0.000110703,0.000321403,0.000317372,-6.25618e-05,3.06526e-05
9,0.00051179,0.0148363,0.008328,0.00121007,0.0275991,0.0275991,0.0275991,0.0275991,0.0275991,0.0275991,0.0275991,0.0275991,0.0275991,-0.972401,0.000940475,0.670222,1.181,0.0148363,0.008328,0.00121007,-0.00162644,0.000617064,0.000400459,0.00750622,-0.00184499,6.14987e-06,0.0275991,0.00253583,-0.0263185,-0.000494234,0.0110106,0.000147891,-0.00355011,0.0254708,0.0113343,0.00827507,0.000609066,0.000307257,-0.00192629,-0.0199476,0.0057078,-0.0247546,-0.00162644,0.000617064,0.000400459,0.00750622,-0.00184499,6.14987e-06,0,0,0,0,0,0,0,0,0,-0.000640802,-2.13045e-05,-6.13447e-06,-0.000204305,-0.000338579,7.36277e-06,5.3055e-05,1.66248e-05,0.000298791,0.000172809,-3.20021e-05,2.71825e-06
10,0.00051179,0.00225493,-0.0199552,-0.0162807,0.0516047,0.0516047,0.0516047,0.0516047,0.0516047,0.0516047,0.0516047,0.0516047,0.0516047,-0.801605,0.214324,-0.292795,0.879905,0.00225493,-0.0199552,-0.0162807,-0.00104729,-0.000997312,-0.00778993,-0.0104276,-0.0301988,0.00488926,0.0516047,-0.00629656,0.375816,-5.77495e-05,0.0192304,0.000312656,-0.0218472,0.655124,-0.378384,0.0192948,0.115792,-0.0119431,-0.00835233,-0.115067,-0.0506929,-0.630491,-0.00104729,-0.000997312,-0.00778993,-0.0104276,-0.0301988,0.00488926,0,0,0,0,0,0,0,0,0,-0.000557974,1.43734e-05,-0.000244135,-0.000792403,-0.000313634,0.000233584,9.54285e-05,-0.000310316,0.000343665,0.000496032,-0.000111102,-0.000177925
11,0.00051179,-0.00594554,-0.0022777,-0.0137028,0.0167374,0.0167374,0.0167374,0.0167374,0.0167374,0.0167374,0.0167374,0.0167374,0.0167374,-0.983263,0.237054,-0.809155,1.29527,-0.00594554,-0.0022777,-0.0137028,-0.00168853,0.000280566,0.00119633,-0.0096792,-0.00276163,0.00212939,0.0167374,-0.00162242,0.0256957,-0.00207465,0.0126638,0.000624562,0.000672992,0.0111572,-0.0203748,-0.00127573,0.00062963,-0.000651638,0.00332268,-0.0110157,-0.00203241,-0.000777083,-0.00168853,0.000280566,0.00119633,-0.0096792,-0.00276163,0.00212939,0,0,0,0,0,0,0,0,0,-0.000350557,-2.06048e-07,-0.000127296,-0.000325229,-0.000312889,0.000109355,-3.84259e-05,2.66722e-05,0.000302866,0.000343922,-6.08049e-05,1.68337e-05
12,0.00051179,0.00828623,0.00484489,-0.010955,0.0484941,0.0484941,0.0484941,0.0484941,0.0484941,0.0484941,0.0484941,0.0484941,0.0484941,-0.951506,0.0753017,-0.586944,1.12051,0.00828623,0.00484489,-0.010955,-0.00348399,0.00115356,0.00478845,-0.00729788,-0.000861121,-0.000614223,0.0484941,-0.00245409,0.0340722,-0.00295787,0.00611096,-0.000103046,-0.00591195,0.0324361,-0.0422553,0.00444118,0.00738025,-0.00513315,0.00139311,-0.0183361,-0.00333835,-0.0228742,-0.00348399,0.00115356,0.00478845,-0.00729788,-0.000861121,-0.000614223,0,0,0,0,0,0,0,0,0,-0.000406154,-1.49819e-05,-4.77292e-05,-0.00031595,-0.000307346,2.96861e-05,4.24994e-07,-3.1896e-05,0.000321344,0.000304715,-2.80467e-05,-5.05439e-06
13,0.00051179,0.00117706,0.00949428,-0.00682433,0.0316637,0.0316637,0.0316637,0.0316637,0.0316637,0.0316637,0.0316637,0.0316637,0.0316637,-0.781664,0.400944,-0.742297,1.15011,0.00117706,0.00949428,-0.00682433,-0.00756885,-0.00345106,0.00103918,0.00872274,0.00476054,-0.0028,0.0316637,0.000493363,0.00227537,-0.000578575,0.00756373,0.000501743,4.38429e-05,0.0106779,-0.00395417,0.00457232,-0.00721639,-0.00135135,0.000812259,-0.00984162,0.00112031,-0.00466579,-0.00756885,-0.00345106,0.00103918,0.00872274,0.00476054,-0.0028,0,0,0,0,0,0,0,0,0,-0.000404947,-4.06158e-05,-0.000213205,-0.000366165,-0.000278438,0.000172908,6.12369e-05,7.72956e-05,0.000365108,0.000376995,-4.32037e-05,-1.36367e-05
14,0.00051179,-0.0214176,0.0164173,0.00252342,0.0544191,0.0544191,0.0544191,0.0544191,0.0544191,0.0544191,0.0544191,0.0544191,0.0544191,-0.841637,0.945581,0.0278781,1.2662,-0.0214176,0.0164173,0.00252342,-0.0313564,0.000865452,-0.0182347,-0.00766143,-0.0351968,-0.00278783,0.0544191,0.316713,3.98578,-0.051146,-0.53357,0.635408,0.956069,6.0103,-4.59977,0.00168012,-0.0710455,-0.0602578,0.878631,0.588199,-0.207215,-6.89146,-0.0313564,0.000865452,-0.0182347,-0.00766143,-0.0351968,-0.00278783,0,0,0,0,0,0,0,0,0,-0.000401057,0.00134674,0.000375603,0.00625489,-0.000366235,-0.000878408,-0.000109951,-0.00266752,0.000679761,0.00312346,0.00171297,-0.00113006
15,0.00051179,0.0478343,-0.0498054,-0.0310383,0.0171398,0.0171398,0.0171398,0.0171398,0.0171398,0.0171398,0.0171398,0.0171398,0.0171398,-0.73286,-0.512085,0.00549836,0.894061,0.0478343,-0.0498054,-0.0310383,0.012896,0.0120726,0.0985557,0.00723952,-0.019721,0.00300259,0.0171398,0.19182,1.38498,-0.0282777,-0.196102,-0.186393,0.719682,-4.47144,-1.24642,0.0393791,-0.0235623,-0.205193,-1.17173,0.269469,0.00655556,5.67421,0.012896,0.0120726,0.0985557,0.00723952,-0.019721,0.00300259,0,0,0,0,0,0,0,0,0,-0.000482604,0.000722552,-0.000128638,0.0151343,-0.000375831,-3.34134e-05,-6.79376e-05,-0.00238734,0.000213921,-0.00695188,0.000138201,-0.00025324
16,0.00051179,-0.00262114,-0.00388476,-0.00125425,0.0664874,0.0664874,0.0664874,0.0664874,0.0664874,0.0664874,0.0664874,0.0664874,0.0664874,-0.933513,-0.454394,-0.4589,1.13513,-0.00262114,-0.00388476,-0.00125425,-0.00789541,-0.000131909,-0.00285282,-0.00040648,0.00153049,-0.000139918,0.0664874,-0.0180264,0.257079,-0.000388019,-0.0214222,0.0115467,-0.0212306,0.179486,-0.266004,-0.00406106,-0.0284937,-0.00381575,0.0043929,0.0538007,-0.0142742,-0.182625,-0.00789541,-0.000131909,-0.00285282,-0.00040648,0.00153049,-0.000139918,0,0,0,0,0,0,0,0,0,-0.000511624,-7.79127e-05,0.00031223,-0.000380589,-0.000317538,-0.00031743,2.93586e-05,-6.87435e-05,0.000324786,0.000139755,4.58909e-05,-2.03743e-05
17,0.00051179,-0.0045212,-0.00370171,0.00449998,0.0404396,0.0404396,0.0404396,0.0404396,0.0404396,0.0404396,0.0404396,0.0404396,0.0404396,-0.95956,0.309802,-0.958841,1.39144,-0.0045212,-0.00370171,0.00449998,-0.00440799,-6.47753e-05,0.00126535,-0.0128106,-0.00269665,0.00017938,0.0404396,0.00232424,-0.0112137,-0.000531457,0.00294163,-9.91009e-05,0.000972897,-0.00317129,0.015834,-0.00144361,0.00202732,0.000192058,3.33313e-05,-0.00126723,-0.00168915,-0.00136202,-0.00440799,-6.47753e-05,0.00126535,-0.0128106,-0.00269665,0.00017938,0,0,0,0,0,0,0,0,0,-0.000310637,1.01748e-05,-0.000133155,-0.000343094,-0.00031882,0.000127193,-5.06774e-05,4.68356e-05,0.000303879,0.000365476,-7.18815e-05,1.30447e-05
18,0.00051179,-0.00272047,-0.000193282,-0.000357437,0.0626389,0.0626389,0.0626389,0.0626389,0.0626389,0.0626389,0.0626389,0.0626389,0.0626389,-0.937361,-0.274191,-0.894815,1.32458,-0.00272047,-0.000193282,-0.000357437,-0.00636453,0.00124534,0.0031634,-0.00991424,-0.0012787,-0.00113645,0.0626389,0.000404909,0.00491597,-0.000963531,0.005513,-8.15282e-05,0.00117444,-0.000621401,-0.00211397,-0.00188768,-5.41648e-05,-0.000175714,-0.000484217,-0.00526556,-0.00165614,0.00146306,-0.00636453,0.00124534,0.0031634,-0.00991424,-0.0012787,-0.00113645,0,0,0,0,0,0,0,0,0,-0.000328362,-6.08181e-06,0.000145804,-0.000307575,-0.000294382,-0.000142986,-3.52933e-05,-3.595e-05,0.000327542,0.000350954,2.14059e-05,9.75335e-06
19,0.00051179,0.0150208,0.00978326,0.0111086,0.075521,0.075521,0.075521,0.075521,0.075521,0.075521,0.075521,0.075521,0.075521,-0.924479,-0.31661,0.204307,0.998321,0.0150208,0.00978326,0.0111086,0.00755686,0.00278997,0.00859568,-0.00485333,-0.0102271,0.00397749,0.075521,0.228237,0.306362,-0.0341127,-0.163879,0.0402876,-0.0883788,-0.755185,-0.361671,0.0859561,0.0374513,0.0293801,-0.0736062,0.116644,-0.0128806,0.817683,0.00755686,0.00278997,0.00859568,-0.00485333,-0.0102271,0.00397749,0,0,0,0,0,0,0,0,0,-0.000463471,0.000823591,-0.000335876,-0.000416429,-0.000407809,2.26489e-05,5.0137e-05,0.000206433,0.000324331,-0.000381403,-1.49027e-05,-0.000399892
20,0.00051179,-0.00035888,0.000258904,-0.00693605,0.0809553,0.0809553,0.0809553,0.0809553,0.0809553,0.0809553,0.0809553,0.0809553,0.0809553,-0.830955,-0.456829,-0.734361,1.19936,-0.00035888,0.000258904,-0.00693605,-0.00746039,0.00222929,0.00389381,0.00306915,-0.00528472,-0.0035503,0.0809553,0.000300243,0.0116222,-0.00092458,0.0064202,-0.000952141,-0.00049752,0.0105686,-0.0103112,0.00234945,0.00306964,-0.00104447,-0.00222772,-0.00974875,0.000512112,-0.00140485,-0.00746039,0.00222929,0.00389381,0.00306915,-0.00528472,-0.0035503,0,0,0,0,0,0,0,0,0,-0.00041949,-3.02857e-05,0.000262171,-0.000347045,-0.000322724,-0.000249124,3.26081e-05,-9.45087e-05,0.000360444,0.000381007,3.12169e-05,-9.67586e-06
21,0.00051179,0.00441012,-0.00189152,0.00177956,0.0977504,0.0977504,0.0977504,0.0977504,0.0977504,0.0977504,0.0977504,0.0977504,0.0977504,-0.90225,0.540229,-0.629086,1.22542,0.00441012,-0.00189152,0.00177956,-0.00253653,-0.00132415,-0.000393342,-0.00243975,-0.00100526,-0.00106064,0.0977504,-0.000271305,0.0243552,-0.00212996,0.0186042,0.00103421,-0.00249621,0.0154795,-0.0297995,0.00620349,-0.012121,-0.00073825,0.00714052,-0.00459173,-0.00148457,-0.0243996,-0.00253653,-0.00132415,-0.000393342,-0.00243975,-0.00100526,-0.00106064,0,0,0,0,0,0,0,0,0,-0.000481211,-1.22054e-05,-0.000321567,-0.00039545,-0.000293786,0.000287026,2.06525e-05,7.06357e-05,0.000308968,0.000366555,-8.80707e-05,-1.08922e-05
22,0.00051179,-0.00284195,-0.0349311,-0.014328,0.0302449,0.0302449,0.0302449,0.0302449,0.0302449,0.0302449,0.0302449,0.0302449,0.0302449,-0.719755,0.637735,0.0411679,0.962521,-0.00284195,-0.0349311,-0.014328,-0.00182353,0.0209817,0.091805,0.0370873,0.00997356,-0.0145635,0.0302449,1.89462,14.2306,0.085184,1.31895,-1.70586,0.623466,-6.83993,-12.5219,0.396186,-0.470074,0.054691,-1.22695,-0.81395,0.346204,8.08121,-0.00182353,0.0209817,0.091805,0.0370873,0.00997356,-0.0145635,0,0,0,0,0,0,0,0,0,0.000194505,0.00639739,0.000437081,0.0173832,-0.000303561,0.000624576,-0.000900222,0.000209029,4.75794e-05,-0.0102305,0.000437616,-0.00140839
23,0.00051179,-0.0192876,-0.00365982,-0.0303063,0.0012245,0.0012245,0.0012245,0.0012245,0.0012245,0.0012245,0.0012245,0.0012245,0.0012245,-0.779718,0.998775,-0.581596,1.39419,-0.0192876,-0.00365982,-0.0303063,0.0114647,0.0121542,0.00123708,0.0119883,-0.00115298,0.00986445,0.0012245,0.000610128,0.0143181,-0.000807457,0.0187889,-0.00159885,0.000905368,0.00981316,0.00656828,-8.83825e-06,-0.0111985,-0.00104218,0.00529342,-0.0039306,0.00422988,0.0151997,0.0114647,0.0121542,0.00123708,0.0119883,-0.00115298,0.00986445,0,0,0,0,0,0,0,0,0,-0.000701509,1.63563e-05,-0.000390297,-0.000700592,-0.000230545,0.000503764,1.58799e-05,0.000256753,0.000321254,0.000722017,-0.000278705,2.6454e-05
24,0.00051179,0.00403607,0.00340131,0.0100396,0.0816541,0.0816541,0.0816541,0.0816541,0.0816541,0.0816541,0.0816541,0.0816541,0.0816541,-0.918346,0.202227,0.509481,1.0695,0.00403607,0.00340131,0.0100396,-0.000679808,0.00271958,-0.000168772,0.00494897,-0.00599901,0.00574395,0.0816541,0.00658591,-0.0809301,-0.001087,0.00146644,-3.64544e-05,-0.00820571,0.0685929,0.0769305,0.00996159,-0.0206583,0.000268841,-0.0103106,0.0157906,0.0103388,-0.0683219,-0.000679808,0.00271958,-0.000168772,0.00494897,-0.00599901,0.00574395,0,0,0,0,0,0,0,0,0,-0.000594191,-1.30458e-05,0.000133962,-0.000251225,-0.000332767,-0.000117637,3.19765e-05,-2.65491e-05,0.000298738,0.00016748,-3.07526e-05,3.78376e-05
25,0.00051179,0.0106996,0.00663692,0.00291903,0.0936669,0.0936669,0.0936669,0.0936669,0.0936669,0.0936669,0.0936669,0.0936669,0.0936669,-0.906333,0.11367,0.483593,1.03355,0.0106996,0.00663692,0.00291903,-0.00125768,0.00323,0.000569558,0.00478745,-0.00560573,0.00432421,0.0936669,0.00645591,-0.0854191,-0.000765733,-0.00223411,0.00128047,-0.00857547,0.0726993,0.073439,0.011718,-0.0176829,0.000856954,-0.0113993,0.01328,0.0107074,-0.064219,-0.00125768,0.00323,0.000569558,0.00478745,-0.00560573,0.00432421,0,0,0,0,0,0,0,0,0,-0.0005977,-1.63956e-05,8.71654e-05,-0.000253402,-0.000336463,-6.25227e-05,4.01402e-05,-1.3935e-05,0.00030262,0.000173343,-3.35528e-05,3.27711e-05
26,0.00051179,0.0085121,0.00438378,-0.0104146,0.0398888,0.0398888,0.0398888,0.0398888,0.0398888,0.0398888,0.0398888,0.0398888,0.0398888,-0.960111,0.101214,-0.578816,1.12565,0.0085121,0.00438378,-0.0104146,-0.00330224,0.000898666,0.00495262,-0.00676899,-0.00111795,0.000195103,0.0398888,-0.00294565,0.0364174,-0.00283872,-0.00063218,-4.2801e-05,-0.00657038,0.0309118,-0.0448867,0.00316451,0.00893119,-0.00531607,0.00104232,-0.0126828,-0.00358372,-0.0215395,-0.00330224,0.000898666,0.00495262,-0.00676899,-0.00111795,0.000195103,0,0,0,0,0,0,0,0,0,-0.000410095,-1.59614e-05,-6.4082e-05,-0.000317077,-0.000307972,4.46815e-05,-2.74434e-06,-3.54429e-05,0.000317968,0.000300899,-2.88973e-05,-1.66503e-06
27,0.00051179,-0.00664764,0.00245846,-0.00868741,0.122558,0.122558,0.122558,0.122558,0.122558,0.122558,0.122558,0.122558,0.122558,-0.877442,-0.360369,-0.529945,1.08656,-0.00664764,0.00245846,-0.00868741,-0.00368733,-0.000253843,0.000125224,-0.00278353,0.000915338,-0.00220994,0.122558,-0.00146113,0.0512091,-0.0011987,0.00988035,0.000159414,-0.00539172,0.0696748,-0.0447209,0.0113839,0.00190878,-0.00469924,-0.00387681,-0.0142476,-0.00472463,-0.0571106,-0.00368733,-0.000253843,0.000125224,-0.00278353,0.000915338,-0.00220994,0,0,0,0,0,0,0,0,0,-0.000462674,-2.17238e-05,0.000228243,-0.000345517,-0.000324721,-0.000242768,4.70202e-05,-6.38222e-05,0.000343584,0.000292852,2.59832e-05,-3.06544e-05
28,0.00051179,-0.0268602,0.0109253,-0.00784338,0.0806482,0.0806482,0.0806482,0.0806482,0.0806482,0.0806482,0.0806482,0.0806482,0.0806482,-0.919352,0.897367,-0.0736817,1.28682,-0.0268602,0.0109253,-0.00784338,0.00445463,-0.00984391,0.00381449,-0.0138251,-0.0175162,-0.0113926,0.0806482,-0.357869,-3.28605,0.0727884,0.5736,-0.309737,0.416953,0.976712,3.62265,0.00598018,-0.0326972,-0.0455092,0.233708,-0.551828,0.183293,-1.20258,0.00445463,-0.00984391,0.00381449,-0.0138251,-0.0175162,-0.0113926,0,0,0,0,0,0,0,0,0,-0.000792868,-0.00154858,-0.000315726,0.00242115,-0.000218058,0.00094517,0.000179266,-0.000724379,0.000400096,0.00178652,9.41248e-05,0.00107799
29,0.00051179,0.00422564,-0.00242572,0.00193543,0.0967686,0.0967686,0.0967686,0.0967686,0.0967686,0.0967686,0.0967686,0.0967686,0.0967686,-0.903231,0.572328,-0.633218,1.24272,0.00422564,-0.00242572,0.00193543,-0.00268607,-0.00140103,-0.000396114,-0.00250687,-0.00129283,-0.000948909,0.0967686,-0.000188574,0.0238268,-0.00209992,0.0183965,0.00115554,-0.0022098,0.013911,-0.029208,0.00550394,-0.0135217,-0.000505056,0.00658493,-0.00244912,-0.00131832,-0.0224313,-0.00268607,-0.00140103,-0.000396114,-0.00250687,-0.00129283,-0.000948909,0,0,0,0,0,0,0,0,0,-0.000490047,-1.18984e-05,-0.000338124,-0.000411294,-0.000293845,0.000303115,1.74601e-05,7.83226e-05,0.00030572,0.000385235,-9.63015e-05,-8.86138e-06
30,0.00051179,0.00842525,0.00132258,-0.012553,0.0948837,0.0948837,0.0948837,0.0948837,0.0948837,0.0948837,0.0948837,0.0948837,0.0948837,-0.844884,-0.0279903,-0.471878,0.968133,0.00842525,0.00132258,-0.012553,-0.000668265,-0.000814796,-0.00206151,-0.00718868,-0.000934976,0.00164045,0.0948837,-0.00110035,0.0350238,-0.00043904,0.00294069,-0.000240514,-0.00454244,0.0882973,-0.0432085,0.0190813,0.00844552,-0.00582106,-7.83839e-05,-0.0127088,-0.00678518,-0.0756659,-0.000668265,-0.000814796,-0.00206151,-0.00718868,-0.000934976,0.00164045,0,0,0,0,0,0,0,0,0,-0.000445768,-1.45884e-05,1.6245e-05,-0.000377716,-0.000315601,-2.87834e-05,5.37179e-05,-4.92367e-05,0.000352629,0.000311677,-1.83236e-05,-3.1469e-05
31,0.00051179,-0.00160935,0.0156144,-0.0180877,0.0404725,0.0404725,0.0404725,0.0404725,0.0404725,0.0404725,0.0404725,0.0404725,0.0404725,-0.790472,0.865603,-0.554456,1.29674,-0.00160935,0.0156144,-0.0180877,-0.00836055,0.000565395,0.00469866,-0.00233801,0.018621,0.00684511,0.0404725,0.000852719,-0.00134656,-0.000930361,0.00959635,-0.000712763,0.000281557,0.0185272,0.00366867,0.0038719,-0.031602,-0.00133005,0.00395562,0.00639119,0.00178257,-0.0043951,-0.00836055,0.000565395,0.00469866,-0.00233801,0.018621,0.00684511,0,0,0,0,0,0,0,0,0,-0.000657916,-4.06012e-05,-0.000499982,-0.000635378,-0.000228548,0.000496333,4.60744e-06,0.000257558,0.000336349,0.00068518,-8.4649e-05,4.00764e-05
