Point ID,area,equilibrium_x,equilibrium_y,equilibrium_z,lambda_equilibrium_x,lambda_equilibrium_y,lambda_equilibrium_z,lambda_stress_disp_xx,lambda_stress_disp_xy,lambda_stress_disp_xz,lambda_stress_disp_yy,lambda_stress_disp_yz,lambda_stress_disp_zz,Points_0,Points_1,Points_2,Points_Magnitude,pred_equilibrium_x,pred_equilibrium_y,pred_equilibrium_z,pred_stress_disp_xx,pred_stress_disp_xy,pred_stress_disp_xz,pred_stress_disp_yy,pred_stress_disp_yz,pred_stress_disp_zz,sdf,sigma_xx,sigma_xx__x,sigma_xy,sigma_xy__x,sigma_xy__y,sigma_xz,sigma_xz__x,sigma_xz__z,sigma_yy,sigma_yy__y,sigma_yz,sigma_yz__y,sigma_yz__z,sigma_zz,sigma_zz__z,stress_disp_xx,stress_disp_xy,stress_disp_xz,stress_disp_yy,stress_disp_yz,stress_disp_zz,true_equilibrium_x,true_equilibrium_y,true_equilibrium_z,true_stress_disp_xx,true_stress_disp_xy,true_stress_disp_xz,true_stress_disp_yy,true_stress_disp_yz,true_stress_disp_zz,u,u__x,u__y,u__z,v,v__x,v__y,v__z,w,w__x,w__y,w__z
549,0.000344161,-0.18837,0.152548,0.205117,0.0170001,0.0170001,0.0170001,0.0170001,0.0170001,0.0170001,0.0170001,0.0170001,0.0170001,-0.319608,-0.575814,0.0829999,0.663777,-0.18837,0.152548,0.205117,0.14786,0.0753107,-0.0538616,-0.115998,0.0109291,-0.0268445,0.0170001,7.19776,-17.1442,-3.30438,-16.7063,-16.7074,-0.618449,-9.95373,34.04,1.33803,41.8922,0.482237,9.86747,-25.3385,0.0199066,-0.118857,0.14786,0.0753107,-0.0538616,-0.115998,0.0109291,-0.0268445,0,0,0,0,0,0,0,0,0,0.0103969,0.0268503,-0.0326393,0.13991,-0.0022455,0.000348608,-0.00376758,-0.0274699,-0.0280301,-0.146634,0.0324016,-0.00991243
550,0.000344161,0.0453862,-0.0457709,0.219339,0.0783868,0.0783868,0.0783868,0.0783868,0.0783868,0.0783868,0.0783868,0.0783868,0.0783868,0.74179,0.921613,-0.00249357,1.18306,0.0453862,-0.0457709,0.219339,-0.000114098,-0.0290437,0.0261078,0.0533136,-0.0261698,0.0740813,0.0783868,-0.166204,1.38957,0.0313776,-0.049705,-0.411404,-1.2116,-1.86354,-1.02355,-0.00627097,-0.042685,0.096863,-0.397392,0.138161,0.0137292,2.04159,-0.000114098,-0.0290437,0.0261078,0.0533136,-0.0261698,0.0740813,0,0,0,0,0,0,0,0,0,-0.00300275,-0.000795286,0.000280544,0.875036,-0.000266628,-0.000257205,0.000271519,-0.115994,-0.60101,-0.886891,0.116701,0.000475359
551,0.000344161,0.112973,-0.186369,0.460448,0.0490046,0.0490046,0.0490046,0.0490046,0.0490046,0.0490046,0.0490046,0.0490046,0.0490046,0.744737,-0.420636,0.0489973,0.856719,0.112973,-0.186369,0.460448,0.0142792,-0.107709,-0.0200272,0.0154845,-0.0428138,0.081338,0.0490046,1.72666,7.66265,1.27681,2.08044,-6.0054,0.0541144,-13.1588,-1.77022,0.148487,5.77825,0.511453,11.3576,-7.67232,0.121481,1.34075,0.0142792,-0.107709,-0.0200272,0.0154845,-0.0428138,0.081338,0,0,0,0,0,0,0,0,0,0.0456436,0.00627272,0.0117025,0.944019,0.00256942,-1.15068e-05,-0.00161214,0.0740148,-0.649831,-0.943678,-0.0693284,-0.00141791
552,0.000344161,0.242621,-0.477974,-0.0584198,0.0048251,0.0048251,0.0048251,0.0048251,0.0048251,0.0048251,0.0048251,0.0048251,0.0048251,-0.615719,-0.828738,-0.0951749,1.03681,0.242621,-0.477974,-0.0584198,-0.484111,-0.172637,-0.413683,-0.338871,-0.0154098,0.149947,0.0048251,-7.61064,-11.0473,-0.53962,1.5543,2.80547,0.12927,0.981026,7.9992,-0.280608,-2.02535,0.00517864,-0.0977618,0.949027,-0.00756146,-0.824845,-0.484111,-0.172637,-0.413683,-0.338871,-0.0154098,0.149947,0,0,0,0,0,0,0,0,0,-0.00445544,-0.0305832,-0.002206,0.0345478,-0.00131304,-0.00491657,0.0067932,0.00908276,-0.00208304,-0.037392,-0.00918507,0.0106025
553,0.000344161,0.0868111,-0.13755,-0.00216419,0.0165373,0.0165373,0.0165373,0.0165373,0.0165373,0.0165373,0.0165373,0.0165373,0.0165373,-0.489149,0.881146,-0.0834627,1.01126,0.0868111,-0.13755,-0.00216419,-0.00360596,0.0291247,-0.0215673,-0.0675998,-0.0165849,0.00670576,0.0165373,-8.72811,-16.6774,0.510504,-0.568399,1.4918,0.305985,-0.00526275,15.0988,-0.00177044,-0.22835,0.015786,-0.213565,0.934299,-0.0064047,0.220992,-0.00360596,0.0291247,-0.0215673,-0.0675998,-0.0165849,0.00670576,0,0,0,0,0,0,0,0,0,-0.00774606,-0.0335038,0.00163418,0.0814903,0.00135412,0.00376211,0.0098079,-0.0203281,-0.00858996,-0.0786461,0.0203201,0.0101563
554,0.000344161,-0.00266075,-0.0797729,0.217109,0.0254662,0.0254662,0.0254662,0.0254662,0.0254662,0.0254662,0.0254662,0.0254662,0.0254662,-0.286219,0.610033,0.0745338,0.677951,-0.00266075,-0.0797729,0.217109,-0.00912583,-0.0786294,0.067646,0.00575602,0.0273643,0.014555,0.0254662,8.02369,-2.54421,2.8397,16.3462,-24.3616,-0.795622,-12.0759,26.9085,0.831374,-33.6593,-0.529077,11.9126,17.3929,0.0222198,-0.0538494,-0.00912583,-0.0786294,0.067646,0.00575602,0.0273643,0.014555,0,0,0,0,0,0,0,0,0,0.0110864,0.0298169,0.0282922,0.163453,0.0010701,-0.000681454,-0.00607028,0.0232804,-0.0345308,-0.170733,-0.0282976,-0.0100721
555,0.000344161,-0.0130087,-0.0327873,-0.0881348,0.0891004,0.0891004,0.0891004,0.0891004,0.0891004,0.0891004,0.0891004,0.0891004,0.0891004,-0.609061,0.296017,0.0108996,0.677274,-0.0130087,-0.0327873,-0.0881348,0.0277925,-0.00891588,0.00817931,0.00415044,0.0411971,-0.0083822,0.0891004,0.200625,-0.450239,0.147135,0.657897,0.449651,-0.193945,-2.97924,0.0135965,0.13261,-0.107714,0.133603,1.88827,-0.517396,0.0138607,1.17911,0.0277925,-0.00891588,0.00817931,0.00415044,0.0411971,-0.0083822,0,0,0,0,0,0,0,0,0,-0.000398681,0.000714408,0.000953083,0.0151495,-0.000236938,0.000429111,0.000256121,0.00930512,-0.00100936,-0.0170071,-0.00755712,-0.000400288
556,0.000344161,0.107543,-0.121365,1.0546,0.0148685,0.0148685,0.0148685,0.0148685,0.0148685,0.0148685,0.0148685,0.0148685,0.0148685,0.283404,0.81499,-0.0851315,0.867049,0.107543,-0.121365,1.0546,-0.0508385,-0.0761777,0.0150986,0.0242023,-0.0353012,0.0159917,0.0148685,-17.7045,15.0426,1.93313,1.26491,-6.89176,-0.14506,-0.648672,-8.25839,-0.755094,5.70036,-0.0990225,0.346512,-6.8439,-0.0460184,-0.752439,-0.0508385,-0.0761777,0.0150986,0.0242023,-0.0353012,0.0159917,0,0,0,0,0,0,0,0,0,-0.0536018,-0.067412,0.00972815,0.622672,0.00483615,0.00884133,0.0177105,-0.0603171,-0.257311,-0.623971,0.0589738,0.0212148
557,0.000344161,0.070668,-0.0264912,0.185478,0.0866591,0.0866591,0.0866591,0.0866591,0.0866591,0.0866591,0.0866591,0.0866591,0.0866591,0.893529,-0.27853,-0.0133409,0.93603,0.070668,-0.0264912,0.185478,0.0805198,0.0309567,0.0341034,-0.0670772,0.053627,0.123435,0.0866591,-0.198102,2.51885,-0.371931,1.11345,0.502769,-0.683973,-6.7778,-3.09229,0.783547,2.30549,-0.681053,3.03758,-3.39245,-0.00398492,3.55475,0.0805198,0.0309567,0.0341034,-0.0670772,0.053627,0.123435,0,0,0,0,0,0,0,0,0,-0.0139789,-0.00141676,-0.00339092,0.991049,-0.00191733,-1.88213e-05,0.0027535,0.0626683,-0.804438,-0.997548,-0.0689425,-0.000231601
558,0.000344161,-0.17161,0.0373576,0.35612,0.049479,0.049479,0.049479,0.049479,0.049479,0.049479,0.049479,0.049479,0.049479,0.636555,-0.924895,-0.050521,1.12392,-0.17161,0.0373576,0.35612,0.130575,-0.012211,0.0130005,0.0173436,-0.000630379,0.068526,0.049479,-6.08115,15.2218,-0.464569,0.748687,-5.11447,-0.759738,-1.26099,-9.93572,-0.0187804,-0.537863,-0.0347044,0.0599772,-0.248182,-0.0510815,0.844894,0.130575,-0.012211,0.0130005,0.0173436,-0.000630379,0.068526,0,0,0,0,0,0,0,0,0,-0.0426622,-0.0229053,-0.00161261,0.834318,-0.00682973,-0.00315519,0.0068404,0.114691,-0.507439,-0.841786,-0.115044,0.0069348
559,0.000344161,-1.35799,-0.143867,9.03335,0.00316513,0.00316513,0.00316513,0.00316513,0.00316513,0.00316513,0.00316513,0.00316513,0.00316513,0.730531,-0.357453,0.0641628,0.815822,-1.35799,-0.143867,9.03335,-0.086034,-0.0706166,0.323708,0.17687,0.50477,0.0899557,0.00316513,0.474116,57.0146,0.68443,63.742,-45.7128,0.484699,46.8117,-9.94381,1.02526,-45.2993,1.00338,-56.4794,-18.2989,0.16078,0.634317,-0.086034,-0.0706166,0.323708,0.17687,0.50477,0.0899557,0,0,0,0,0,0,0,0,0,0.0609559,-0.000183764,0.0185078,0.958536,0.00378679,-0.0123697,0.00388649,0.0715994,-0.640383,-0.950452,-0.0565179,-0.000870496
560,0.000344161,0.106432,-0.104084,0.0805704,0.0297875,0.0297875,0.0297875,0.0297875,0.0297875,0.0297875,0.0297875,0.0297875,0.0297875,-0.398746,0.508213,-0.0680438,0.649545,0.106432,-0.104084,0.0805704,0.00673252,-0.0233378,0.0220661,-0.034409,0.0341249,-0.0149627,0.0297875,-3.78688,19.4601,-2.33982,-6.53952,0.619386,-0.808182,-13.8235,-20.186,-1.32012,24.2682,-0.755767,13.4943,-17.6246,-0.00665925,0.248628,0.00673252,-0.0233378,0.0220661,-0.034409,0.0341249,-0.0149627,0,0,0,0,0,0,0,0,0,-0.00640728,-0.0129512,-0.023756,0.0895222,-0.00185665,0.000124415,-0.000823065,0.0259393,-0.0162339,-0.0973834,-0.0331558,0.00584147
561,0.000344161,-0.0887337,-0.0178998,-0.337101,0.0150614,0.0150614,0.0150614,0.0150614,0.0150614,0.0150614,0.0150614,0.0150614,0.0150614,-0.630562,-0.886056,-0.0849386,1.09083,-0.0887337,-0.0178998,-0.337101,0.085987,-0.128403,-0.241904,-0.17407,-0.00739503,-0.0588157,0.0150614,-6.9613,-10.6712,-0.67987,1.682,-0.473888,0.201619,5.3354,11.2338,-0.271747,-3.49047,0.0216338,0.0162833,1.82637,-0.0713552,-5.01458,0.085987,-0.128403,-0.241904,-0.17407,-0.00739503,-0.0588157,0,0,0,0,0,0,0,0,0,-0.00358433,-0.0257789,-0.00189859,0.0290711,-0.00149817,-0.00618415,0.00636857,0.012232,-0.000880666,-0.0294739,-0.0120896,0.0079468
562,0.000344161,-0.0716817,0.00305361,0.0193719,0.0721379,0.0721379,0.0721379,0.0721379,0.0721379,0.0721379,0.0721379,0.0721379,0.0721379,-0.2756,-0.660088,-0.00864863,0.715365,-0.0716817,0.00305361,0.0193719,0.0738333,-0.0147842,0.0333061,0.0283607,-0.0256178,0.0109543,0.0721379,-1.11956,-1.25208,0.2126,0.972043,2.52126,-0.597054,-12.7877,-1.1975,-0.000667565,-1.56095,0.387183,12.0913,0.585852,-0.000479423,0.677084,0.0738333,-0.0147842,0.0333061,0.0283607,-0.0256178,0.0109543,0,0,0,0,0,0,0,0,0,-0.00206514,-0.00406605,0.00249188,0.174471,-0.000401596,-0.000513717,0.00130103,-0.0108013,-0.0367731,-0.180108,0.014417,0.00121494
563,0.000344161,-0.0536556,0.0207443,0.561453,0.0246902,0.0246902,0.0246902,0.0246902,0.0246902,0.0246902,0.0246902,0.0246902,0.0246902,0.420546,-0.664903,0.0753098,0.790333,-0.0536556,0.0207443,0.561453,0.0316908,-0.181033,0.0304184,0.0762074,-0.00391769,0.111305,0.0246902,12.4552,-26.5039,4.12764,-13.2552,36.7476,0.285457,-4.91496,-10.1901,1.70452,22.0568,0.288013,4.7416,-8.82233,0.0973219,-0.388088,0.0316908,-0.181033,0.0304184,0.0762074,-0.00391769,0.111305,0,0,0,0,0,0,0,0,0,0.0560891,0.045731,0.0302912,0.748676,0.00324634,0.00917484,-0.00779968,0.0530959,-0.358013,-0.745517,-0.0502549,-0.0156602
564,0.000344161,-0.0263232,-0.0314076,-0.000908345,0.0609085,0.0609085,0.0609085,0.0609085,0.0609085,0.0609085,0.0609085,0.0609085,0.0609085,-0.632374,-0.0732544,0.0291852,0.637272,-0.0263232,-0.0314076,-0.000908345,0.0134508,0.00856528,0.025088,0.00295873,-0.0268368,-0.00133011,0.0609085,0.070138,-1.17448,-0.0741408,0.0686323,1.15097,-0.0626455,-0.608317,0.0498324,0.257059,-0.256149,-0.0138893,0.322965,0.218925,0.0108225,0.28626,0.0134508,0.00856528,0.025088,0.00295873,-0.0268368,-0.00133011,0,0,0,0,0,0,0,0,0,-0.000467509,1.05224e-05,-0.000467496,0.00270555,-0.000407079,-0.000188259,0.000892666,-0.0018077,0.000207186,-0.00308112,0.00140044,-0.00035996
565,0.000344161,-0.0302315,0.00387757,0.0793424,0.0585772,0.0585772,0.0585772,0.0585772,0.0585772,0.0585772,0.0585772,0.0585772,0.0585772,-0.376692,-0.941423,-0.00869892,1.01403,-0.0302315,0.00387757,0.0793424,0.0608661,0.0020789,-0.0288897,0.0174907,-0.00730276,0.015137,0.0585772,-1.17863,-1.81458,-0.0543827,-0.0259239,-0.536235,1.37482,0.409119,2.38105,0.00358754,0.112671,-0.0556517,-0.675951,-0.090625,0.00275073,0.18749,0.0608661,0.0020789,-0.0288897,0.0174907,-0.00730276,0.015137,0,0,0,0,0,0,0,0,0,-0.00182239,-0.00434405,0.000389496,0.13635,-0.000759045,-0.000912533,0.00135016,0.0346866,-0.0173644,-0.12289,-0.0353162,0.00133421
566,0.000344161,-0.0719051,0.0524312,0.300959,0.0802714,0.0802714,0.0802714,0.0802714,0.0802714,0.0802714,0.0802714,0.0802714,0.0802714,0.831723,0.77537,0.0197286,1.13726,-0.0719051,0.0524312,0.300959,0.0241042,-0.0515721,0.0518875,0.0548826,-0.0417652,0.0571178,0.0802714,1.05865,-7.04566,-0.271646,0.66727,1.04758,-1.31185,-1.35717,6.06998,-0.0503951,0.386421,0.327863,-1.39068,-1.10612,0.0823584,2.44689,0.0241042,-0.0515721,0.0518875,0.0548826,-0.0417652,0.0571178,0,0,0,0,0,0,0,0,0,0.0170622,0.00399834,-0.00141291,0.908307,-0.00273617,-0.00181927,-0.00139301,-0.108666,-0.698921,-0.920907,0.111527,-0.000718066
567,0.000344161,-0.0166591,-0.00588155,0.0854542,0.0914875,0.0914875,0.0914875,0.0914875,0.0914875,0.0914875,0.0914875,0.0914875,0.0914875,0.176332,-0.857823,-0.0085125,0.8758,-0.0166591,-0.00588155,0.0854542,0.0532471,-0.0028948,-0.00382233,0.0275919,-0.0115719,0.0409721,0.0914875,-1.85718,0.402321,-0.163913,-0.151885,-0.334775,-0.0448095,-3.26688,-0.0508869,-0.0631855,-0.686213,0.430796,2.19999,0.84398,-0.000559349,0.981436,0.0532471,-0.0028948,-0.00382233,0.0275919,-0.0115719,0.0409721,0,0,0,0,0,0,0,0,0,-0.0050621,-0.00694375,-9.47236e-05,0.528087,-0.00129472,-0.00157335,0.00189793,0.0627179,-0.190949,-0.528573,-0.0585257,0.00227796
568,0.000344161,3.9149,1.12022,3.5079,0.00144667,0.00144667,0.00144667,0.00144667,0.00144667,0.00144667,0.00144667,0.00144667,0.00144667,0.108934,-0.994848,-0.0985533,1.00564,3.9149,1.12022,3.5079,-0.552044,-0.383053,0.22081,-0.0111799,-0.0480013,0.0519495,0.00144667,-20.4105,-1.68153,-0.0923428,0.0649304,-20.4137,0.0234047,-0.084037,18.1804,-0.000955597,-0.0248866,-0.0097485,0.0506698,-1.16026,-0.0128957,-3.47454,-0.552044,-0.383053,0.22081,-0.0111799,-0.0480013,0.0519495,0,0,0,0,0,0,0,0,0,-0.0467634,-0.0806563,0.00611796,0.459974,-0.00935234,-0.0108719,0.0240958,0.0873492,-0.148913,-0.457532,-0.0879267,0.0243518
569,0.000344161,-0.0379477,-0.0422385,0.0534252,0.0664028,0.0664028,0.0664028,0.0664028,0.0664028,0.0664028,0.0664028,0.0664028,0.0664028,-0.359671,0.851742,-0.0335972,0.925179,-0.0379477,-0.0422385,0.0534252,-0.00958735,-0.0291825,0.0244236,0.000442326,0.0106702,0.00684941,0.0664028,-4.43855,-7.49938,0.124999,-0.0441313,1.96882,0.77907,0.44422,5.5685,0.076872,-0.753659,0.113841,-0.674154,0.840029,-0.00281698,0.176509,-0.00958735,-0.0291825,0.0244236,0.000442326,0.0106702,0.00684941,0,0,0,0,0,0,0,0,0,-0.00554411,-0.0172021,-3.19274e-05,0.145339,0.000357768,0.000990092,0.00542517,-0.0209002,-0.0226674,-0.137304,0.0221453,0.00505876
570,0.000344161,0.811741,0.0907888,2.02304,0.00144103,0.00144103,0.00144103,0.00144103,0.00144103,0.00144103,0.00144103,0.00144103,0.00144103,-0.558762,0.546862,-0.098559,0.788028,0.811741,0.0907888,2.02304,-1.44137,-0.122916,-0.0384436,-0.496572,0.0599527,0.258699,0.00144103,-5.57051,-19.0077,-1.50412,-9.31012,6.03013,0.0217388,-0.285157,12.1658,-0.0419153,2.10466,0.0085339,-0.000507843,7.11467,-0.00580871,-1.73738,-1.44137,-0.122916,-0.0384436,-0.496572,0.0599527,0.258699,0,0,0,0,0,0,0,0,0,-0.00573591,-0.0266393,-0.00901875,0.0522611,-0.00127941,-0.00725165,0.00572774,0.00823643,-0.00534977,-0.0524281,-0.00755156,0.00968462
571,0.000344161,0.0406864,0.0492752,0.227478,0.0351326,0.0351326,0.0351326,0.0351326,0.0351326,0.0351326,0.0351326,0.0351326,0.0351326,0.464516,-0.964867,-0.0418372,1.07168,0.0406864,0.0492752,0.227478,0.0769901,-0.0239066,0.0235291,0.00697923,-0.00123024,0.0559018,0.0351326,-6.97037,10.0465,-0.248667,0.229924,-6.7071,-0.366823,-2.53072,-3.38007,-0.0131586,-0.624433,4.09009e-05,1.40698,0.345234,-0.0326183,0.89627,0.0769901,-0.0239066,0.0235291,0.00697923,-0.00123024,0.0559018,0,0,0,0,0,0,0,0,0,-0.0314657,-0.0265327,0.000585907,0.737952,-0.00559025,-0.00331164,0.00790327,0.111123,-0.366169,-0.741385,-0.111135,0.00805058
572,0.000344161,-0.0212048,-0.0380429,0.062719,0.0755884,0.0755884,0.0755884,0.0755884,0.0755884,0.0755884,0.0755884,0.0755884,0.0755884,-0.0721674,0.79607,0.0244116,0.799707,-0.0212048,-0.0380429,0.062719,0.0230815,0.00757237,0.0510597,-0.00999397,0.00401747,-0.00524056,0.0755884,4.8065,4.83882,-0.104662,-1.01758,-3.46686,0.276031,-2.9437,-1.35076,0.0256421,-0.788877,-0.265851,2.27547,1.8445,0.0140245,0.605514,0.0230815,0.00757237,0.0510597,-0.00999397,0.00401747,-0.00524056,0,0,0,0,0,0,0,0,0,0.00737838,0.0185471,0.000904509,0.329286,-0.000914538,-0.0018754,-0.00552254,-0.0224562,-0.0883214,-0.326015,0.0198378,-0.00555686
573,0.000344161,0.131823,-0.11011,0.672084,0.0582269,0.0582269,0.0582269,0.0582269,0.0582269,0.0582269,0.0582269,0.0582269,0.0582269,0.894392,0.190396,-0.0417731,0.915387,0.131823,-0.11011,0.672084,0.123244,-0.140281,-0.0231094,-0.0773583,0.02632,0.0889396,0.0582269,-0.402606,1.01669,0.735656,1.0137,3.4198,-0.297793,-5.74601,-4.56832,2.3956,-5.19125,0.309215,2.70837,4.28766,-0.0816358,2.36555,0.123244,-0.140281,-0.0231094,-0.0773583,0.02632,0.0889396,0,0,0,0,0,0,0,0,0,-0.0431763,-0.00375779,0.00646446,1.00734,0.00105116,-0.000510709,0.00923023,-0.0439232,-0.810969,-1.01055,0.0472786,-0.00232446
574,0.000344161,0.0790875,-0.00590992,0.302093,0.0331344,0.0331344,0.0331344,0.0331344,0.0331344,0.0331344,0.0331344,0.0331344,0.0331344,0.269115,0.71883,0.0215363,0.767856,0.0790875,-0.00590992,0.302093,-0.0515951,0.00951621,0.0931587,0.0143228,-0.0355723,0.0322742,0.0331344,4.83448,-7.66258,-0.8101,-2.07763,6.67307,-0.13521,3.00296,0.910423,0.29888,0.790342,-0.34258,-4.53024,1.2932,0.0355552,1.22518,-0.0515951,0.00951621,0.0931587,0.0143228,-0.0355723,0.0322742,0,0,0,0,0,0,0,0,0,0.0126914,0.0179561,-0.00485486,0.624273,-0.00130611,-0.00315097,-0.00439235,-0.0413058,-0.252113,-0.624693,0.0375243,-0.00561922
575,0.000344161,0.0146323,0.0146565,0.511001,0.0353609,0.0353609,0.0353609,0.0353609,0.0353609,0.0353609,0.0353609,0.0353609,0.0353609,0.55623,-0.624658,-0.0646391,0.838909,0.0146323,0.0146565,0.511001,0.139549,0.0263983,0.0974579,0.0274751,-0.00149441,0.0695395,0.0353609,-7.64765,12.9171,-2.80864,10.4222,-12.5793,-0.0729193,-6.45566,-0.352364,-1.06614,-14.6267,0.163822,5.58139,4.18985,-0.0740334,0.363276,0.139549,0.0263983,0.0974579,0.0274751,-0.00149441,0.0695395,0,0,0,0,0,0,0,0,0,-0.0545632,-0.0276737,-0.0199179,0.83569,-0.00542351,-0.00790458,0.00467352,0.0669967,-0.467777,-0.835445,-0.0653734,0.00984436
576,0.000344161,-0.0444081,-0.0159488,0.0313324,0.0953135,0.0953135,0.0953135,0.0953135,0.0953135,0.0953135,0.0953135,0.0953135,0.0953135,-0.402356,0.764874,-0.00468655,0.864259,-0.0444081,-0.0159488,0.0313324,0.0110485,-0.0119338,0.0465908,0.00419763,0.00751442,0.00215752,0.0953135,-0.595958,-0.845738,-0.0144921,-0.0699901,0.507233,0.57897,0.555763,0.382913,0.0103147,-0.0923485,0.187129,-0.70463,0.178287,0.00271991,0.117534,0.0110485,-0.0119338,0.0465908,0.00419763,0.00751442,0.00215752,0,0,0,0,0,0,0,0,0,-0.00121204,-0.00227202,-0.000217683,0.124384,-0.000311429,-4.6575e-05,0.000725084,-0.00666663,-0.0184524,-0.118129,0.00861306,0.00067691
577,0.000344161,0.141696,0.046674,0.234966,0.0975818,0.0975818,0.0975818,0.0975818,0.0975818,0.0975818,0.0975818,0.0975818,0.0975818,0.853617,0.591698,-0.0024182,1.03864,0.141696,0.046674,0.234966,0.0279662,-0.0708213,0.0426865,0.0334123,-0.0597029,0.0669741,0.0975818,-0.0565149,1.41598,0.130598,-0.556238,-0.274905,-1.25562,-2.22368,-1.28277,0.0681821,-0.444102,0.643591,-1.06542,0.953666,0.0277655,3.05414,0.0279662,-0.0708213,0.0426865,0.0334123,-0.0597029,0.0669741,0,0,0,0,0,0,0,0,0,-0.00317972,-0.000336342,0.000822563,0.933397,-0.000379646,-0.000224798,0.000314374,-0.0960244,-0.738978,-0.945526,0.101863,0.000280099
578,0.000344161,-0.161663,-0.0567908,0.817626,0.00747751,0.00747751,0.00747751,0.00747751,0.00747751,0.00747751,0.00747751,0.00747751,0.00747751,-0.138173,-0.986022,-0.0925225,0.999946,-0.161663,-0.0567908,0.817626,0.219793,-0.135482,0.136211,-0.0466261,-0.00612974,0.00613976,0.00747751,-17.0749,-17.3566,-0.241499,-0.336153,-17.5711,0.256784,-0.155313,35.0893,0.0063936,0.95839,-0.00740616,0.191351,-0.565446,-0.020017,-0.853664,0.219793,-0.135482,0.136211,-0.0466261,-0.00612974,0.00613976,0,0,0,0,0,0,0,0,0,-0.0262695,-0.064765,0.00517631,0.267229,-0.00616126,-0.00894612,0.0193095,0.0603486,-0.0611169,-0.263299,-0.0604839,0.0194413
579,0.000344161,-0.163342,0.0440886,0.117151,0.027274,0.027274,0.027274,0.027274,0.027274,0.027274,0.027274,0.027274,0.027274,-0.600794,0.923602,-0.072726,1.10421,-0.163342,0.0440886,0.117151,-0.00590503,0.0692845,-0.00460052,-0.0152115,-0.0199696,-0.00483561,0.027274,-6.07245,-13.2467,0.502011,-0.841414,-2.79229,0.547167,0.832569,16.2023,-0.0990683,2.12041,-0.0320573,0.140172,-1.32309,-0.0293501,-1.08989,-0.00590503,0.0692845,-0.00460052,-0.0152115,-0.0199696,-0.00483561,0,0,0,0,0,0,0,0,0,-0.00388197,-0.023207,0.000601918,0.0412759,0.000998205,0.00511104,0.00661339,-0.0177648,-0.00136962,-0.0358502,0.0172445,0.00701386
580,0.000344161,0.239529,0.0300702,1.36179,0.00205293,0.00205293,0.00205293,0.00205293,0.00205293,0.00205293,0.00205293,0.00205293,0.00205293,-0.506651,0.844955,-0.0979471,0.99007,0.239529,0.0300702,1.36179,-0.364948,0.153266,-0.0799422,-0.246075,-0.0128294,0.0285497,0.00205293,-9.4456,-25.9652,0.401458,-0.415981,3.75457,0.0569814,-0.215146,21.9711,0.0807595,-0.913509,0.000308979,-0.0382642,1.29942,-0.00613344,-1.10838,-0.364948,0.153266,-0.0799422,-0.246075,-0.0128294,0.0285497,0,0,0,0,0,0,0,0,0,-0.00831487,-0.037568,0.00197659,0.0736547,0.00117821,0.00357065,0.0106582,-0.015704,-0.00806054,-0.0738843,0.0155788,0.0115968
581,0.000344161,-0.0479358,-0.0300951,0.0123929,0.0824902,0.0824902,0.0824902,0.0824902,0.0824902,0.0824902,0.0824902,0.0824902,0.0824902,-0.180551,0.739273,0.0175098,0.761203,-0.0479358,-0.0300951,0.0123929,0.0280301,0.00047148,0.00853157,0.00266764,-0.0041025,0.00856483,0.0824902,2.94088,4.22751,0.153944,0.164393,-4.15157,0.0623191,-5.21621,-0.0280091,-0.0396972,-1.16529,-0.188437,4.71533,1.03099,0.00713345,0.488485,0.0280301,0.00047148,0.00853157,0.00266764,-0.0041025,0.00856483,0,0,0,0,0,0,0,0,0,0.00367394,0.0114435,0.00225392,0.246651,-0.000429379,-0.000709769,-0.00358619,-0.00397941,-0.0579494,-0.245942,0.00205402,-0.00332256
582,0.000344161,-0.00581455,-0.0280489,0.674018,0.0632216,0.0632216,0.0632216,0.0632216,0.0632216,0.0632216,0.0632216,0.0632216,0.0632216,0.888098,0.013743,0.0204585,0.88844,-0.00581455,-0.0280489,0.674018,0.0680146,-0.0303804,-0.0150757,-0.0529185,0.0189011,0.110218,0.0632216,0.0279396,0.862634,-0.0339289,-0.444162,-1.4809,-0.0922222,-3.97739,0.624076,-0.975631,0.364426,0.00248012,0.425359,0.107785,0.143271,2.87802,0.0680146,-0.0303804,-0.0150757,-0.0529185,0.0189011,0.110218,0,0,0,0,0,0,0,0,0,0.0198403,0.00126335,-0.00093763,1.02201,-0.000943379,0.000294537,-0.00435916,-0.00212147,-0.809014,-1.02308,0.00233528,0.00205103
583,0.000344161,0.0252161,-0.0145552,0.559337,0.0452899,0.0452899,0.0452899,0.0452899,0.0452899,0.0452899,0.0452899,0.0452899,0.0452899,0.820807,0.95471,-0.035655,1.25955,0.0252161,-0.0145552,0.559337,0.0193994,-0.0373214,-0.026268,0.0502969,-0.0248508,0.0618072,0.0452899,-1.98972,13.9614,0.133639,-0.431658,-2.85166,-1.13162,-1.63687,-11.135,0.00233757,-0.331621,0.0998466,-0.605186,0.777835,-0.0467261,1.68271,0.0193994,-0.0373214,-0.026268,0.0502969,-0.0248508,0.0618072,0,0,0,0,0,0,0,0,0,-0.032759,-0.00765627,0.000992829,0.897198,0.00372162,-2.96569e-05,0.00245848,-0.120815,-0.668105,-0.908777,0.121565,0.00227071
