Point ID,area,equilibrium_x,equilibrium_y,equilibrium_z,lambda_equilibrium_x,lambda_equilibrium_y,lambda_equilibrium_z,lambda_stress_disp_xx,lambda_stress_disp_xy,lambda_stress_disp_xz,lambda_stress_disp_yy,lambda_stress_disp_yz,lambda_stress_disp_zz,Points_0,Points_1,Points_2,Points_Magnitude,pred_equilibrium_x,pred_equilibrium_y,pred_equilibrium_z,pred_stress_disp_xx,pred_stress_disp_xy,pred_stress_disp_xz,pred_stress_disp_yy,pred_stress_disp_yz,pred_stress_disp_zz,sdf,sigma_xx,sigma_xx__x,sigma_xy,sigma_xy__x,sigma_xy__y,sigma_xz,sigma_xz__x,sigma_xz__z,sigma_yy,sigma_yy__y,sigma_yz,sigma_yz__y,sigma_yz__z,sigma_zz,sigma_zz__z,stress_disp_xx,stress_disp_xy,stress_disp_xz,stress_disp_yy,stress_disp_yz,stress_disp_zz,true_equilibrium_x,true_equilibrium_y,true_equilibrium_z,true_stress_disp_xx,true_stress_disp_xy,true_stress_disp_xz,true_stress_disp_yy,true_stress_disp_yz,true_stress_disp_zz,u,u__x,u__y,u__z,v,v__x,v__y,v__z,w,w__x,w__y,w__z
0,0.000344161,-0.251486,0.163675,0.784635,0.0523944,0.0523944,0.0523944,0.0523944,0.0523944,0.0523944,0.0523944,0.0523944,0.0523944,0.917834,0.212447,0.0476056,0.943302,-0.251486,0.163675,0.784635,0.0433094,0.028164,-0.0032196,0.214873,-0.0617738,0.0451969,0.0523944,0.398837,-4.83947,-0.826593,3.68756,-2.5072,-0.486273,-5.41339,7.59816,-2.39261,4.4764,0.693304,2.85172,-8.32764,0.203037,1.77704,0.0433094,0.028164,-0.0032196,0.214873,-0.0617738,0.0451969,0,0,0,0,0,0,0,0,0,0.0467506,0.00392691,-0.00718095,1.00623,-0.00304939,-0.000803337,-0.0091725,-0.049126,-0.833493,-1.01112,0.0554413,0.00295735
1,0.000344161,0.0713596,0.00862296,0.173197,0.0162903,0.0162903,0.0162903,0.0162903,0.0162903,0.0162903,0.0162903,0.0162903,0.0162903,-0.0352606,0.98371,-0.0591624,0.986118,0.0713596,0.00862296,0.173197,0.000863552,0.0306438,0.171513,-0.0252752,0.0205011,-0.0286193,0.0162903,-11.8661,-8.0123,0.177191,0.220911,-11.2126,1.0463,-1.45051,19.1536,0.00164795,-0.00139023,0.00278772,0.775431,-0.228144,-0.0203457,0.501885,0.000863552,0.0306438,0.171513,-0.0252752,0.0205011,-0.0286193,0,0,0,0,0,0,0,0,0,-0.0218152,-0.0455518,-0.00375814,0.353709,0.00370298,0.00583649,0.0136563,-0.0684933,-0.0926947,-0.341531,0.0687262,0.0135296
2,0.000344161,-0.746264,-0.201733,3.36342,0.00825152,0.00825152,0.00825152,0.00825152,0.00825152,0.00825152,0.00825152,0.00825152,0.00825152,0.915677,-0.68779,0.0917485,1.14889,-0.746264,-0.201733,3.36342,-0.26021,0.306378,-0.0799561,0.260246,0.110022,0.249635,0.00825152,2.52909,-24.5223,1.24415,-9.53139,3.75737,-0.170735,0.228375,21.5112,-0.876811,-4.68286,-0.119069,-0.357932,14.416,0.1475,-3.23387,-0.26021,0.306378,-0.0799561,0.260246,0.110022,0.249635,0,0,0,0,0,0,0,0,0,0.08483,0.00897966,0.0104616,0.937211,0.00921699,0.00504371,-0.00544757,0.118085,-0.785255,-0.939718,-0.118175,-0.00037908
3,0.000344161,-0.0283775,-0.0766026,0.329175,0.0186111,0.0186111,0.0186111,0.0186111,0.0186111,0.0186111,0.0186111,0.0186111,0.0186111,-0.0243068,0.918891,-0.0813889,0.922809,-0.0283775,-0.0766026,0.329175,0.0878839,-0.0544098,0.00377655,-0.00281763,0.012732,-0.0419993,0.0186111,-16.6613,-11.3807,0.977152,1.52796,-5.56213,0.322848,-0.915004,16.9712,-0.0177023,0.515466,-0.0256338,0.593664,-1.96682,-0.0306723,-0.00783462,0.0878839,-0.0544098,0.00377655,-0.00281763,0.012732,-0.0419993,0,0,0,0,0,0,0,0,0,-0.0302755,-0.0636362,0.00186503,0.359593,0.00407468,0.00736239,0.0191281,-0.0539358,-0.100851,-0.356327,0.0538068,0.0188673
4,0.000344161,0.482235,0.416034,1.82481,0.0203832,0.0203832,0.0203832,0.0203832,0.0203832,0.0203832,0.0203832,0.0203832,0.0203832,0.824765,-0.616966,-0.0796168,1.03306,0.482235,0.416034,1.82481,0.0636766,-0.150602,-0.0629654,-0.0190612,0.0560303,0.069026,0.0203832,-4.10089,21.4746,-1.8916,4.31137,-3.64163,-0.377533,-0.14355,-18.3152,0.63326,3.54767,-0.18675,-0.353412,-8.27507,-0.0884654,-1.32785,0.0636766,-0.150602,-0.0629654,-0.0190612,0.0560303,0.069026,0,0,0,0,0,0,0,0,0,-0.074253,-0.016214,-0.0112014,0.929551,-0.00906659,-0.00922063,0.00704305,0.10157,-0.707907,-0.933956,-0.102877,0.00387486
5,0.000344161,0.700369,-0.610041,1.65069,0.0223591,0.0223591,0.0223591,0.0223591,0.0223591,0.0223591,0.0223591,0.0223591,0.0223591,0.9292,0.478486,-0.0776409,1.04804,0.700369,-0.610041,1.65069,0.244506,0.146566,0.0175705,0.076196,0.0276203,-0.0368831,0.0223591,-1.49523,20.1034,1.46589,-11.297,-1.48197,-0.400714,-1.10847,-19.3218,1.86415,-6.16685,0.376584,-0.358594,18.0739,-0.0998994,-0.183629,0.244506,0.146566,0.0175705,0.076196,0.0276203,-0.0368831,0,0,0,0,0,0,0,0,0,-0.0757197,-0.00689153,0.0133121,0.967804,0.00650691,0.00281249,0.00906384,-0.0980002,-0.823022,-0.971635,0.102042,-0.0013218
6,0.000344161,-0.0665532,0.0427408,-0.00699592,0.0843806,0.0843806,0.0843806,0.0843806,0.0843806,0.0843806,0.0843806,0.0843806,0.0843806,-0.629312,-0.399352,0.0156194,0.745493,-0.0665532,0.0427408,-0.00699592,0.0132204,-0.0116879,0.0235624,0.00847622,-0.00189811,-0.0180092,0.0843806,0.605953,0.870393,-0.245128,-1.53388,0.140633,-0.101683,-3.8606,-0.944473,0.166294,-0.0937112,-0.36985,0.773881,1.58485,0.0470514,3.09372,0.0132204,-0.0116879,0.0235624,0.00847622,-0.00189811,-0.0180092,0,0,0,0,0,0,0,0,0,-0.000198692,0.00214627,-0.00135859,0.0227941,-0.000505442,-0.00120957,-7.57471e-05,-0.00897401,-0.00122069,-0.0235753,0.00525652,-0.000804387
7,0.000344161,-0.0852223,0.000309348,0.102579,0.0705221,0.0705221,0.0705221,0.0705221,0.0705221,0.0705221,0.0705221,0.0705221,0.0705221,-0.272182,-0.69741,0.0294779,0.749222,-0.0852223,0.000309348,0.102579,0.0499817,-0.0121555,0.0132828,0.0332615,0.00425881,0.026575,0.0705221,4.15392,6.47964,-0.47284,-1.37946,-6.71963,0.0069827,-5.36654,0.325215,-0.118919,2.30552,0.0741758,4.94531,-0.926365,0.0147776,0.31865,0.0499817,-0.0121555,0.0132828,0.0332615,0.00425881,0.026575,0,0,0,0,0,0,0,0,0,0.00486213,0.01622,-0.00441759,0.184334,-0.000637734,-0.000432368,-0.00522782,-0.00488774,-0.03783,-0.184132,0.00567208,-0.00459277
8,0.000344161,0.0182781,-0.0194677,0.0637976,0.0533586,0.0533586,0.0533586,0.0533586,0.0533586,0.0533586,0.0533586,0.0533586,0.0533586,-0.34034,-0.87233,-0.0466414,0.937532,0.0182781,-0.0194677,0.0637976,0.0175799,0.0188614,0.00917244,0.0101941,0.00518036,0.00703645,0.0533586,-6.35695,-10.8727,-0.260875,-0.183713,1.99965,0.76467,0.320084,8.85479,0.103195,1.23679,-0.0882214,-0.593333,-1.03361,-0.00454885,0.209451,0.0175799,0.0188614,0.00917244,0.0101941,0.00518036,0.00703645,0,0,0,0,0,0,0,0,0,-0.00781607,-0.0245159,-8.66175e-05,0.153042,-0.00167009,-0.00233352,0.0077479,0.025934,-0.0245576,-0.145304,-0.0267644,0.00719339
9,0.000344161,-0.0298548,0.183858,1.27227,0.030307,0.030307,0.030307,0.030307,0.030307,0.030307,0.030307,0.030307,0.030307,0.906994,0.199888,0.069693,0.93137,-0.0298548,0.183858,1.27227,0.00794595,0.0535982,-0.00344086,0.338882,-0.0527616,0.0161847,0.030307,0.728458,-3.14985,-1.25429,2.04337,-4.6009,-0.240232,-3.20275,7.78061,-3.67479,7.35482,0.37312,1.95931,-9.58205,0.224961,-0.028831,0.00794595,0.0535982,-0.00344086,0.338882,-0.0527616,0.0161847,0,0,0,0,0,0,0,0,0,0.0690542,0.00640321,-0.0102693,1.00846,-0.00396069,-0.0017376,-0.0139584,-0.0476435,-0.823125,-1.0109,0.0508471,0.00392692
10,0.000344161,-0.0438337,0.0451069,0.503623,0.0547781,0.0547781,0.0547781,0.0547781,0.0547781,0.0547781,0.0547781,0.0547781,0.0547781,0.929193,-0.645647,0.0452219,1.13239,-0.0438337,0.0451069,0.503623,0.119052,0.0277645,-0.0935287,0.0446228,0.0552139,0.0498165,0.0547781,0.626708,-16.1837,0.637598,-7.40489,1.47922,-1.05606,-0.708652,14.7483,-0.589952,-2.85903,-0.808544,-1.82935,10.2188,0.136144,2.03438,0.119052,0.0277645,-0.0935287,0.0446228,0.0552139,0.0498165,0,0,0,0,0,0,0,0,0,0.0416845,0.00328297,0.00560693,0.935941,0.00376155,0.0010467,-0.00317248,0.110475,-0.802994,-0.947437,-0.118008,0.000483967
11,0.000344161,0.0267582,0.0179432,0.0857149,0.0612072,0.0612072,0.0612072,0.0612072,0.0612072,0.0612072,0.0612072,0.0612072,0.0612072,-0.233643,-0.86282,0.0387928,0.894736,0.0267582,0.0179432,0.0857149,0.0629591,-0.0287547,0.00549889,0.0149757,0.00102878,0.0154119,0.0612072,6.23054,9.16884,0.221876,0.722937,-1.93628,0.803278,-0.257162,-7.25932,-0.11792,-1.16494,-0.0668169,-0.0767251,0.424057,0.0123029,0.248172,0.0629591,-0.0287547,0.00549889,0.0149757,0.00102878,0.0154119,0,0,0,0,0,0,0,0,0,0.00776291,0.0242926,0.000506479,0.215003,0.000593191,0.00142474,-0.00768965,0.0287255,-0.0434575,-0.206915,-0.0293834,-0.00703635
12,0.000344161,-0.84309,-0.192837,3.75243,0.00506638,0.00506638,0.00506638,0.00506638,0.00506638,0.00506638,0.00506638,0.00506638,0.00506638,0.848514,-0.9523,-0.0949336,1.27901,-0.84309,-0.192837,3.75243,-0.10347,-0.070676,-0.0823212,-0.121884,0.0497494,0.0915772,0.00506638,-4.52275,27.5839,-0.289322,1.15866,-5.64349,-0.0942401,0.0170991,-21.0973,0.0979351,1.6067,-0.0156539,0.129954,-2.57253,-0.0426851,-3.89948,-0.10347,-0.070676,-0.0823212,-0.121884,0.0497494,0.0915772,0,0,0,0,0,0,0,0,0,-0.0863215,-0.0178219,-0.00208609,0.910136,-0.0129388,-0.00151389,0.00518942,0.125276,-0.691297,-0.911901,-0.124935,0.00555362
13,0.000344161,-0.161735,0.0320263,0.0739855,0.0488737,0.0488737,0.0488737,0.0488737,0.0488737,0.0488737,0.0488737,0.0488737,0.0488737,-0.237732,-0.655162,0.0275615,0.697505,-0.161735,0.0320263,0.0739855,0.0848079,-0.0140081,0.1115,0.0570848,-0.038103,0.0219769,0.0488737,3.63832,3.37998,-0.902355,-5.04854,-11.5091,-1.21381,-17.169,8.29088,0.21024,9.65369,0.709577,16.4764,-4.63718,0.0292898,0.618607,0.0848079,-0.0140081,0.1115,0.0570848,-0.038103,0.0219769,0,0,0,0,0,0,0,0,0,0.00474455,0.0139521,-0.00937385,0.192872,-0.000815952,0.000210226,-0.0033269,-0.0114503,-0.04401,-0.203895,0.0181651,-0.00440719
14,0.000344161,0.094532,0.0509541,0.707604,0.0329543,0.0329543,0.0329543,0.0329543,0.0329543,0.0329543,0.0329543,0.0329543,0.0329543,0.814015,-0.856984,-0.0670457,1.18387,0.094532,0.0509541,0.707604,0.165213,-0.0557057,-0.015213,-0.0339022,0.0213728,0.0902756,0.0329543,-4.17161,23.3564,-0.730163,1.93047,-4.58899,-0.692071,-0.243258,-18.8619,0.0645202,0.583797,-0.10441,-0.61368,-2.56522,-0.0829997,0.149334,0.165213,-0.0557057,-0.015213,-0.0339022,0.0213728,0.0902756,0,0,0,0,0,0,0,0,0,-0.0607913,-0.015453,-0.00395423,0.901802,-0.00896288,-0.00390446,0.00473214,0.117336,-0.671359,-0.908875,-0.118167,0.00461543
15,0.000344161,0.561354,-0.0190229,1.97532,0.0176243,0.0176243,0.0176243,0.0176243,0.0176243,0.0176243,0.0176243,0.0176243,0.0176243,0.873335,-0.79651,-0.0823757,1.18488,0.561354,-0.0190229,1.97532,0.235707,-0.202594,-0.0493546,-0.108223,0.0544987,0.0281981,0.0176243,-3.43903,25.9793,-0.955916,3.69236,-4.39241,-0.366128,0.118563,-22.1483,0.293578,2.25481,-0.103555,-0.48554,-5.92814,-0.0836277,-1.60835,0.235707,-0.202594,-0.0493546,-0.108223,0.0544987,0.0281981,0,0,0,0,0,0,0,0,0,-0.0759098,-0.0124704,-0.00641625,0.920026,-0.010761,-0.00516885,0.00447301,0.118417,-0.732966,-0.924181,-0.118908,0.00326909
16,0.000344161,-0.0581585,-0.03662,0.0481856,0.0830814,0.0830814,0.0830814,0.0830814,0.0830814,0.0830814,0.0830814,0.0830814,0.0830814,-0.361369,0.668383,-0.0169186,0.760006,-0.0581585,-0.03662,0.0481856,0.0120895,-0.0129944,0.00156021,0.0113772,-0.00586385,-0.00164694,0.0830814,-2.00068,-3.12867,-0.293961,-1.08044,2.90528,0.14402,-2.99923,0.281552,0.0607386,0.826689,0.106586,2.72252,0.290376,-0.000719674,0.228519,0.0120895,-0.0129944,0.00156021,0.0113772,-0.00586385,-0.00164694,0,0,0,0,0,0,0,0,0,-0.00292683,-0.00772889,-0.00248481,0.136179,-0.000498736,-0.000584738,0.00257462,0.00888965,-0.0237532,-0.134723,-0.00788243,0.00220221
17,0.000344161,0.0807436,-0.0613186,0.32865,0.0849293,0.0849293,0.0849293,0.0849293,0.0849293,0.0849293,0.0849293,0.0849293,0.0849293,0.887408,0.915071,-0.00371589,1.2747,0.0807436,-0.0613186,0.32865,-0.048555,-0.036313,0.0172882,0.0757449,-0.0167913,0.067642,0.0849293,0.0172056,1.65112,0.0207329,-0.255264,-0.258833,-1.48165,-1.29175,-1.47303,-0.00361419,-0.1112,0.2231,-1.58319,0.427782,0.0421679,2.54629,-0.048555,-0.036313,0.0172882,0.0757449,-0.0167913,0.067642,0,0,0,0,0,0,0,0,0,-0.00418339,-0.000330506,0.000372781,0.908072,-0.000175292,-0.000528582,0.000186895,-0.119186,-0.733899,-0.922715,0.121249,0.00037529
18,0.000344161,0.0693593,-0.348584,0.800184,0.0451145,0.0451145,0.0451145,0.0451145,0.0451145,0.0451145,0.0451145,0.0451145,0.0451145,0.940365,0.00769744,-0.0548855,0.941997,0.0693593,-0.348584,0.800184,0.116165,-0.0273998,0.00227356,0.0537547,0.0174669,0.106113,0.0451145,-0.194819,1.57229,0.0135731,-0.0507804,5.02763,-0.276764,-7.21537,-6.66928,3.61679,-0.378864,0.0210912,3.48662,0.778229,-0.0938097,2.92856,0.116165,-0.0273998,0.00227356,0.0537547,0.0174669,0.106113,0,0,0,0,0,0,0,0,0,-0.0574195,-0.00455196,-0.000425923,1.02798,-0.000853041,0.000287656,0.0141941,-0.000661983,-0.8626,-1.03072,0.00104756,-0.00409717
19,0.000344161,-0.0597711,0.0213065,0.213527,0.0533189,0.0533189,0.0533189,0.0533189,0.0533189,0.0533189,0.0533189,0.0533189,0.0533189,-0.0429912,-0.734349,0.0204702,0.735891,-0.0597711,0.0213065,0.213527,0.0916222,-0.0575756,0.0550117,0.029545,-0.0126736,0.0304741,0.0533189,4.21652,5.95921,-0.231958,0.332874,-10.1506,-0.921061,-5.26509,4.25114,0.129675,1.98965,0.511488,4.07968,-2.34383,0.0162856,0.971887,0.0916222,-0.0575756,0.0550117,0.029545,-0.0126736,0.0304741,0,0,0,0,0,0,0,0,0,0.00649618,0.0163321,-0.00395784,0.343852,-0.000362867,0.00106251,-0.0044125,0.0124747,-0.09836,-0.352513,-0.00748655,-0.0049748
20,0.000344161,-0.119991,0.0877438,0.102283,0.0249447,0.0249447,0.0249447,0.0249447,0.0249447,0.0249447,0.0249447,0.0249447,0.0249447,-0.507706,0.519498,0.0750553,0.730258,-0.119991,0.0877438,0.102283,-0.0600359,-0.0635315,0.0626988,0.0643232,0.0730442,-0.0042212,0.0249447,5.20321,2.03626,1.78693,6.81507,-5.49514,-0.0797418,-1.32186,3.57888,0.358541,-4.25043,0.0615765,1.43002,-2.65239,0.00711555,-0.210439,-0.0600359,-0.0635315,0.0626988,0.0643232,0.0730442,-0.0042212,0,0,0,0,0,0,0,0,0,0.00408372,0.0192902,0.0110957,0.0634891,0.000796696,0.00613836,-0.00431137,0.0154362,-0.0078398,-0.0636596,-0.01409,-0.00641122
21,0.000344161,0.0339527,-0.0892911,0.472819,0.0276665,0.0276665,0.0276665,0.0276665,0.0276665,0.0276665,0.0276665,0.0276665,0.0276665,0.271421,-0.806569,-0.0723335,0.854081,0.0339527,-0.0892911,0.472819,0.197614,0.0852047,-0.00322342,0.0347867,0.0118594,0.0515628,0.0276665,-15.3721,12.0018,-1.74339,-1.5475,-5.55148,-0.224259,-1.10477,-6.48426,-0.711685,-4.82689,0.206879,0.558389,6.46368,-0.0516745,0.073566,0.197614,0.0852047,-0.00322342,0.0347867,0.0118594,0.0515628,0,0,0,0,0,0,0,0,0,-0.0446851,-0.0575824,-0.00795452,0.611493,-0.00525152,-0.00862738,0.0149057,0.0600588,-0.248921,-0.613768,-0.0578714,0.0182897
22,0.000344161,0.278237,0.0357327,0.300869,0.0109505,0.0109505,0.0109505,0.0109505,0.0109505,0.0109505,0.0109505,0.0109505,0.0109505,-0.374787,-0.589661,-0.0890495,0.70434,0.278237,0.0357327,0.300869,0.0102805,-0.0855497,0.0517311,-0.00435197,-0.0214081,-0.0556874,0.0109505,-8.64957,-6.18126,2.55876,10.1726,14.9056,-0.113079,-2.63506,-9.00254,0.0255901,-15.5178,0.0701876,2.64604,5.30941,-0.0151275,-0.311846,0.0102805,-0.0855497,0.0517311,-0.00435197,-0.0214081,-0.0556874,0,0,0,0,0,0,0,0,0,-0.0109413,-0.0331708,0.0202779,0.120351,0.00123066,0.00445423,0.0101318,-0.0212046,-0.0210793,-0.120964,0.0216924,0.00967154
23,0.000344161,0.0751228,-0.00192261,0.0273282,0.0215597,0.0215597,0.0215597,0.0215597,0.0215597,0.0215597,0.0215597,0.0215597,0.0215597,-0.316173,-0.570977,-0.0683356,0.656239,0.0751228,-0.00192261,0.0273282,-0.0417601,-0.0192193,-0.0188894,0.0337669,-0.0309358,-0.00771689,0.0215597,-5.39868,16.7794,2.80011,14.3244,12.0716,-1.20907,-15.6591,-28.9261,-1.42759,-35.7704,0.927114,14.9968,21.4479,-0.00412356,0.634989,-0.0417601,-0.0192193,-0.0188894,0.0337669,-0.0309358,-0.00771689,0,0,0,0,0,0,0,0,0,-0.00937504,-0.0193029,0.0303968,0.135362,0.000923237,-0.00258796,0.00093023,-0.0248169,-0.0282354,-0.147642,0.0337787,0.00784015
24,0.000344161,0.0474173,-0.142954,1.25669,0.0306787,0.0306787,0.0306787,0.0306787,0.0306787,0.0306787,0.0306787,0.0306787,0.0306787,0.851184,-0.0809221,0.0353549,0.855753,0.0474173,-0.142954,1.25669,0.00312695,-0.0775283,0.0395203,0.116917,-0.00991595,0.0831712,0.0306787,0.013906,1.3131,0.0507499,7.8913,-1.45097,-0.0230039,-0.792272,0.0904502,-2.15815,-4.85698,0.370573,-2.84076,-2.89137,0.157507,2.37634,0.00312695,-0.0775283,0.0395203,0.116917,-0.00991595,0.0831712,0,0,0,0,0,0,0,0,0,0.0349493,0.00214308,0.00179118,1.01615,-0.000176447,-0.00205897,-0.00814826,0.0227408,-0.770468,-1.01599,-0.0191342,0.0032613
25,0.000344161,0.0162667,-0.0773683,0.177818,0.0590069,0.0590069,0.0590069,0.0590069,0.0590069,0.0590069,0.0590069,0.0590069,0.0590069,0.07233,-0.757177,-0.0117618,0.760715,0.0162667,-0.0773683,0.177818,0.0578544,-0.00974464,-0.00994873,0.0496362,0.00993752,0.0482559,0.0590069,-2.70962,-1.68314,-0.0681511,-1.43835,2.95869,-0.585618,0.282179,-1.29181,-0.106727,0.429306,0.490415,-1.53496,1.08642,-0.0164488,1.07496,0.0578544,-0.00974464,-0.00994873,0.0496362,0.00993752,0.0482559,0,0,0,0,0,0,0,0,0,-0.00574546,-0.0101699,0.00108973,0.443635,-0.00102951,-0.00186869,0.00280345,0.0287674,-0.144196,-0.449591,-0.0237639,0.00324794
26,0.000344161,0.222385,0.096447,0.431916,0.00484495,0.00484495,0.00484495,0.00484495,0.00484495,0.00484495,0.00484495,0.00484495,0.00484495,-0.375048,-0.754367,-0.0951551,0.847812,0.222385,0.096447,0.431916,0.261058,0.00450298,-0.0127106,-0.161904,-0.018643,-0.025485,0.00484495,-12.0919,-22.4416,0.301512,1.31508,11.3634,0.0582215,-0.119141,10.8558,0.594883,2.66596,-0.0198576,-0.0777817,-4.07749,-0.0100028,-0.234993,0.261058,0.00450298,-0.0127106,-0.161904,-0.018643,-0.025485,0,0,0,0,0,0,0,0,0,-0.0133902,-0.0459619,0.00295744,0.131286,-0.00102855,0.000102714,0.0153572,0.00678705,-0.0222388,-0.130831,-0.00717206,0.0130149
27,0.000344161,-0.635795,-0.378486,0.98511,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.0376304,0.96237,-0.621439,-0.0452326,1.14647,-0.635795,-0.378486,0.98511,-0.0552386,-0.123066,0.122307,-0.0612276,-0.0521336,0.0783301,0.0376304,-0.120329,11.3874,-0.327708,12.3899,-0.724182,-1.16337,-2.5011,-10.0274,1.04172,3.90748,-1.10041,-2.18397,-15.9189,0.159523,3.69997,-0.0552386,-0.123066,0.122307,-0.0612276,-0.0521336,0.0783301,0,0,0,0,0,0,0,0,0,-0.0430705,-0.00208104,-0.00643875,0.942334,-0.00602919,0.00193101,0.00369925,0.109522,-0.837451,-0.952745,-0.121047,-1.39349e-05
28,0.000344161,0.0559168,-0.460221,4.32774,0.00785248,0.00785248,0.00785248,0.00785248,0.00785248,0.00785248,0.00785248,0.00785248,0.00785248,0.903805,0.992148,-0.0292451,1.34241,0.0559168,-0.460221,4.32774,-0.157309,-0.0852008,-0.0369797,0.0783897,0.0188684,0.0461033,0.00785248,-0.488005,11.8768,0.0126408,-0.10415,-1.37634,-1.43681,-1.68482,-10.5563,-0.00306025,0.163073,0.0811085,-5.39241,0.401297,0.0176131,2.74949,-0.157309,-0.0852008,-0.0369797,0.0783897,0.0188684,0.0461033,0,0,0,0,0,0,0,0,0,-0.0273511,-0.00264241,0.00061284,0.909203,0.00294635,-0.00133844,0.000960802,-0.122124,-0.739619,-0.923941,0.123124,0.000902737
29,0.000344161,0.293267,-0.198976,1.23379,0.0134262,0.0134262,0.0134262,0.0134262,0.0134262,0.0134262,0.0134262,0.0134262,0.0134262,0.35624,0.932536,-0.0865738,1.00201,0.293267,-0.198976,1.23379,-0.109284,0.0497208,0.00891113,0.03124,0.0061655,0.0614896,0.0134262,-16.4669,17.2527,0.994335,-0.799377,-11.5212,-0.0882405,-0.835655,-6.02484,-0.10165,3.23093,-0.0232905,0.525417,-2.23258,-0.0442439,-0.923557,-0.109284,0.0497208,0.00891113,0.03124,0.0061655,0.0614896,0,0,0,0,0,0,0,0,0,-0.0584656,-0.0636931,0.00345271,0.667682,0.00768599,0.00698785,0.0188356,-0.0932269,-0.295478,-0.668475,0.0930557,0.0192739
30,0.000344161,-0.0503039,-0.0366355,0.00125456,0.0894827,0.0894827,0.0894827,0.0894827,0.0894827,0.0894827,0.0894827,0.0894827,0.0894827,-0.638779,-0.471605,0.0105173,0.794078,-0.0503039,-0.0366355,0.00125456,-0.00218977,0.000962615,0.0418704,-0.00215992,0.00402933,-0.00810146,0.0894827,0.543086,1.38081,-0.146598,-1.07153,-0.26986,-0.0123786,-4.53984,-1.06065,0.125439,-0.14505,-0.399315,-0.437101,1.25322,0.044037,4.97568,-0.00218977,0.000962615,0.0418704,-0.00215992,0.00402933,-0.00810146,0,0,0,0,0,0,0,0,0,-0.000272334,0.00189666,-0.00070176,0.0271328,-0.000442514,-0.000754596,-0.000191423,-0.00743213,-0.00129337,-0.0268379,0.00347928,-0.000628143
31,0.000344161,0.12938,-0.0135734,0.0125917,0.0238307,0.0238307,0.0238307,0.0238307,0.0238307,0.0238307,0.0238307,0.0238307,0.0238307,-0.46689,-0.670662,-0.0761693,0.820716,0.12938,-0.0135734,0.0125917,0.00332677,-0.0622188,0.0205421,-0.0521175,-0.0109754,0.0181165,0.0238307,-7.49782,-13.3825,0.81408,3.84274,9.00972,0.137168,-0.0489345,4.24339,0.133728,-0.203728,-0.108912,-0.190272,-3.62544,-0.00462654,0.226615,0.00332677,-0.0622188,0.0205421,-0.0521175,-0.0109754,0.0181165,0,0,0,0,0,0,0,0,0,-0.00752894,-0.0289347,0.00501259,0.090594,-0.000125641,0.00250603,0.00894582,-0.00322734,-0.0121639,-0.0890169,0.00202847,0.00860521
32,0.000344161,0.107945,0.229956,0.898214,0.00388491,0.00388491,0.00388491,0.00388491,0.00388491,0.00388491,0.00388491,0.00388491,0.00388491,-0.627378,0.831074,-0.0961151,1.04572,0.107945,0.229956,0.898214,-1.06521,0.175931,-0.662542,-0.457369,0.00727314,0.111423,0.00388491,-7.28707,-7.93445,0.503202,-1.40049,3.06684,0.097564,2.86354,4.75966,-0.329217,2.29508,-0.00400914,-0.0534199,-1.12454,-0.0130706,-3.70834,-1.06521,0.175931,-0.662542,-0.457369,0.00727314,0.111423,0,0,0,0,0,0,0,0,0,-0.00417987,-0.0313301,0.00229448,0.0290767,0.000545075,0.00449685,0.00649844,-0.00839369,-0.00178438,-0.0347265,0.00842633,0.0109231
33,0.000344161,-0.147395,-0.0261259,0.0822555,0.0332935,0.0332935,0.0332935,0.0332935,0.0332935,0.0332935,0.0332935,0.0332935,0.0332935,0.108865,0.734191,-0.0667065,0.74521,-0.147395,-0.0261259,0.0822555,0.128526,-0.0731383,0.0765343,-0.072191,0.0438325,-0.0136547,0.0332935,-16.2717,-5.50858,0.450386,13.1965,18.3415,-0.568189,2.72748,-12.6856,-0.49974,-8.2109,-0.22215,-2.88325,-4.9595,-0.0618624,0.0735098,0.128526,-0.0731383,0.0765343,-0.072191,0.0438325,-0.0136547,0,0,0,0,0,0,0,0,0,-0.0325744,-0.0613421,-0.00344837,0.480575,0.00125596,0.00722084,0.0165142,-0.0234341,-0.163199,-0.485492,0.0216509,0.0189962
34,0.000344161,0.024451,-0.000830382,0.0756107,0.0841491,0.0841491,0.0841491,0.0841491,0.0841491,0.0841491,0.0841491,0.0841491,0.0841491,-0.140778,0.869815,-0.0158509,0.881276,0.024451,-0.000830382,0.0756107,-0.00859088,-0.02849,0.0391636,0.00446737,0.00136304,0.00454354,0.0841491,-2.91202,-3.44361,0.131793,0.569096,0.545271,0.872427,-1.29467,2.87389,0.0244405,-0.243975,-0.0309634,0.863678,-0.324291,-0.00586735,0.355379,-0.00859088,-0.02849,0.0391636,0.00446737,0.00136304,0.00454354,0,0,0,0,0,0,0,0,0,-0.00509203,-0.011265,3.96764e-05,0.279504,0.000188259,0.000993354,0.00348265,-0.0343288,-0.0658564,-0.270388,0.0340328,0.00333149
